customer_id,region,acquisition_channel,signup_date,logins,purchases,spend,avg_order_value,engagement_score,churn_risk,segment
CUST_24,Europe,Referral,2024-01-30,21,1,106.82102141633129,106.82102141633129,9.0,Medium,Low Value
CUST_25,APAC,Email,2024-01-10,21,1,170.77466185362087,170.77466185362087,9.0,Medium,Low Value
CUST_26,Europe,Paid Ads,2024-01-17,26,1,56.351164546684764,56.351164546684764,11.0,Medium,Low Value
CUST_27,APAC,Email,2024-01-08,68,4,362.53093360671613,90.63273340167903,29.6,Low,Mid Value
CUST_28,Europe,Email,2024-01-06,25,0,0.0,0.0,10.0,Medium,Low Value
CUST_29,North America,Organic,2024-01-03,60,3,444.9936100336686,148.3312033445562,25.8,Low,Mid Value
CUST_30,Europe,Organic,2024-01-28,57,3,380.5475616924051,126.8491872308017,24.6,Low,Mid Value
CUST_31,North America,Organic,2024-01-06,78,4,597.9672643380247,149.49181608450618,33.6,Low,Mid Value
CUST_32,APAC,Referral,2024-01-16,59,5,368.9492284947869,73.78984569895738,26.6,Low,Mid Value
CUST_33,Europe,Paid Ads,2024-01-31,50,6,814.6764081921075,135.77940136535125,23.6,Low,Mid Value
CUST_34,Europe,Email,2024-01-25,60,3,213.1926644118783,71.0642214706261,25.8,Low,Low Value
CUST_35,Europe,Email,2024-01-23,24,0,0.0,0.0,9.600000000000001,Medium,Low Value
CUST_36,APAC,Organic,2024-01-07,52,4,746.0591790715041,186.51479476787603,23.2,Low,Mid Value
CUST_37,APAC,Email,2024-01-01,70,6,571.755942026916,95.292657004486,31.6,Low,Mid Value
CUST_38,APAC,Paid Ads,2024-01-20,72,3,526.8849750856823,175.62832502856077,30.6,Low,Mid Value
CUST_39,Europe,Referral,2024-01-31,70,5,610.3072500477898,122.06145000955796,31.0,Low,Mid Value
CUST_40,Europe,Referral,2024-01-16,3,0,0.0,0.0,1.2000000000000002,High,Low Value
CUST_41,Europe,Referral,2024-01-03,55,7,777.6516881675536,111.09309830965051,26.2,Low,Mid Value
CUST_42,North America,Email,2024-01-23,50,4,661.0145574443441,165.25363936108602,22.4,Low,Mid Value
CUST_43,APAC,Referral,2024-01-08,68,4,473.8374488072663,118.45936220181657,29.6,Low,Mid Value
CUST_44,Europe,Email,2024-01-22,58,3,361.24856192010924,120.41618730670308,25.000000000000004,Low,Mid Value
CUST_45,North America,Organic,2024-01-21,75,4,654.4525379599003,163.61313448997507,32.4,Low,Mid Value
CUST_46,Europe,Organic,2024-01-05,63,2,269.2267438924099,134.61337194620495,26.400000000000002,Low,Low Value
CUST_47,APAC,Organic,2024-01-25,73,6,558.5269155167443,93.08781925279072,32.800000000000004,Low,Mid Value
CUST_48,North America,Paid Ads,2024-01-01,47,4,690.1291213211915,172.53228033029788,21.2,Low,Mid Value
CUST_49,Europe,Referral,2024-01-09,24,1,65.99578809226226,65.99578809226226,10.200000000000001,Medium,Low Value
CUST_50,North America,Referral,2024-01-28,74,1,124.5328688153924,124.5328688153924,30.200000000000003,Low,Low Value
CUST_51,North America,Paid Ads,2024-01-07,61,4,516.7899869408125,129.19749673520312,26.8,Low,Mid Value
CUST_52,APAC,Email,2024-01-06,4,0,0.0,0.0,1.6,High,Low Value
CUST_53,APAC,Paid Ads,2024-01-15,61,6,533.9856821929255,88.99761369882093,28.0,Low,Mid Value
CUST_54,North America,Referral,2024-01-26,51,2,124.20550242342624,62.10275121171312,21.6,Low,Low Value
CUST_55,North America,Paid Ads,2024-01-18,46,5,618.4755750903405,123.6951150180681,21.400000000000002,Low,Mid Value
CUST_56,APAC,Organic,2024-01-31,57,3,440.7391423574417,146.91304745248058,24.6,Low,Mid Value
CUST_57,Europe,Organic,2024-01-01,34,1,174.63013601236977,174.63013601236977,14.200000000000001,Low,Low Value
CUST_58,Europe,Email,2024-01-14,74,11,1199.6709548609554,109.06099589645049,36.2,Low,High Value
CUST_59,North America,Email,2024-01-17,5,0,0.0,0.0,2.0,High,Low Value
CUST_60,North America,Paid Ads,2024-01-19,53,3,412.78932996997173,137.5964433233239,23.000000000000004,Low,Mid Value
CUST_61,APAC,Paid Ads,2024-01-16,50,5,663.6841096046486,132.7368219209297,23.0,Low,Mid Value
CUST_62,APAC,Referral,2024-01-16,55,3,189.31872331841888,63.10624110613963,23.8,Low,Low Value
CUST_63,APAC,Email,2024-01-19,62,5,673.374741293324,134.67494825866478,27.8,Low,Mid Value
CUST_64,Europe,Referral,2024-01-25,52,2,306.4106405621713,153.20532028108565,22.0,Low,Mid Value
CUST_65,Europe,Email,2024-01-30,28,1,60.463666219531845,60.463666219531845,11.8,Medium,Low Value
CUST_66,Europe,Paid Ads,2024-01-01,68,1,92.80388338400317,92.80388338400317,27.800000000000004,Low,Low Value
CUST_67,APAC,Email,2024-01-02,61,4,343.2701791686534,85.81754479216335,26.8,Low,Mid Value
CUST_68,APAC,Organic,2024-01-17,6,0,0.0,0.0,2.4000000000000004,High,Low Value
CUST_69,APAC,Paid Ads,2024-01-11,62,3,391.6617885858819,130.5539295286273,26.6,Low,Mid Value
CUST_70,Europe,Referral,2024-01-02,51,1,218.07118241759653,218.07118241759653,21.000000000000004,Low,Low Value
CUST_71,APAC,Paid Ads,2024-01-01,58,5,588.1821672887522,117.63643345775044,26.200000000000003,Low,Mid Value
CUST_72,Europe,Organic,2024-01-31,58,7,918.7993107872246,131.25704439817494,27.400000000000002,Low,Mid Value
CUST_73,North America,Paid Ads,2024-01-20,26,0,0.0,0.0,10.4,Medium,Low Value
CUST_74,North America,Organic,2024-01-09,67,3,179.9915090630333,59.99716968767777,28.6,Low,Low Value
CUST_75,North America,Email,2024-01-10,18,0,0.0,0.0,7.2,Medium,Low Value
CUST_76,APAC,Organic,2024-01-12,22,0,0.0,0.0,8.8,Medium,Low Value
CUST_77,North America,Referral,2024-01-27,26,0,0.0,0.0,10.4,Medium,Low Value
CUST_78,Europe,Organic,2024-01-17,55,0,0.0,0.0,22.0,Low,Low Value
CUST_79,APAC,Organic,2024-01-31,66,4,533.8486997506812,133.4621749376703,28.8,Low,Mid Value
CUST_80,North America,Organic,2024-01-07,33,0,0.0,0.0,13.200000000000001,Low,Low Value
CUST_81,Europe,Paid Ads,2024-01-07,72,5,787.4769082541096,157.4953816508219,31.8,Low,Mid Value
CUST_82,Europe,Organic,2024-01-19,26,0,0.0,0.0,10.4,Medium,Low Value
CUST_83,North America,Email,2024-01-23,65,5,856.0768313089791,171.21536626179582,29.0,Low,Mid Value
CUST_84,Europe,Organic,2024-01-19,62,3,427.6451392959029,142.54837976530095,26.6,Low,Mid Value
CUST_85,Europe,Referral,2024-01-27,61,4,651.5859430679988,162.8964857669997,26.8,Low,Mid Value
CUST_86,Europe,Organic,2024-01-22,56,4,538.560858539641,134.64021463491025,24.8,Low,Mid Value
CUST_87,APAC,Email,2024-01-12,67,5,760.0239981983651,152.00479963967302,29.8,Low,Mid Value
CUST_88,APAC,Email,2024-01-03,47,6,645.1011529385792,107.51685882309653,22.4,Low,Mid Value
CUST_89,North America,Organic,2024-01-26,105,14,1468.426938586946,104.88763847049616,50.4,Low,High Value
CUST_90,Europe,Email,2024-01-08,62,2,247.3397461684728,123.6698730842364,26.0,Low,Low Value
CUST_91,North America,Email,2024-01-05,55,3,402.3599019305105,134.11996731017015,23.8,Low,Mid Value
CUST_92,Europe,Organic,2024-01-03,5,0,0.0,0.0,2.0,High,Low Value
CUST_93,Europe,Referral,2024-01-31,50,3,337.4127972027286,112.47093240090953,21.8,Low,Mid Value
CUST_94,North America,Email,2024-01-07,5,0,0.0,0.0,2.0,High,Low Value
CUST_95,Europe,Organic,2024-01-16,21,0,0.0,0.0,8.4,Medium,Low Value
CUST_96,Europe,Organic,2024-01-16,71,1,215.46720862906398,215.46720862906398,29.000000000000004,Low,Low Value
CUST_97,Europe,Organic,2024-01-06,50,3,249.5037124411481,83.16790414704937,21.8,Low,Low Value
CUST_98,Europe,Email,2024-01-24,55,4,443.8137934106439,110.95344835266097,24.4,Low,Mid Value
CUST_99,Europe,Referral,2024-01-01,56,2,218.97954560378068,109.48977280189034,23.6,Low,Low Value
CUST_100,APAC,Referral,2024-01-30,102,7,772.6818274529361,110.3831182075623,45.00000000000001,Low,Mid Value
CUST_101,Europe,Referral,2024-01-10,22,1,135.23538907464828,135.23538907464828,9.4,Medium,Low Value
CUST_102,North America,Referral,2024-01-05,23,0,0.0,0.0,9.200000000000001,Medium,Low Value
CUST_103,North America,Organic,2024-01-28,63,4,671.6203136882393,167.90507842205983,27.6,Low,Mid Value
CUST_104,APAC,Email,2024-01-09,47,2,262.12535311208154,131.06267655604077,20.0,Low,Low Value
CUST_105,Europe,Referral,2024-01-29,62,4,523.4103411880101,130.85258529700252,27.2,Low,Mid Value
CUST_106,Europe,Paid Ads,2024-01-06,59,1,183.44603988806912,183.44603988806912,24.200000000000003,Low,Low Value
CUST_107,APAC,Email,2024-01-03,65,5,576.3748394066525,115.27496788133051,29.0,Low,Mid Value
CUST_108,North America,Paid Ads,2024-01-05,20,0,0.0,0.0,8.0,Medium,Low Value
CUST_109,North America,Paid Ads,2024-01-27,96,8,1261.4509399303051,157.68136749128814,43.2,Low,High Value
CUST_110,APAC,Paid Ads,2024-01-16,55,4,463.72345319619524,115.93086329904881,24.4,Low,Mid Value
CUST_111,APAC,Organic,2024-01-18,107,12,1269.2564841368553,105.77137367807127,50.0,Low,High Value
CUST_112,APAC,Email,2024-01-14,7,0,0.0,0.0,2.8000000000000003,High,Low Value
CUST_113,APAC,Referral,2024-01-21,109,10,1408.6797384036593,140.86797384036592,49.6,Low,High Value
CUST_114,Europe,Email,2024-01-18,64,3,334.0858892508879,111.36196308362929,27.400000000000002,Low,Mid Value
CUST_115,North America,Referral,2024-01-13,62,3,462.7220361751409,154.24067872504696,26.6,Low,Mid Value
CUST_116,Europe,Referral,2024-01-28,66,2,211.21476065695296,105.60738032847648,27.6,Low,Low Value
CUST_117,North America,Paid Ads,2024-01-28,56,2,415.85309370206966,207.92654685103483,23.6,Low,Mid Value
CUST_118,Europe,Organic,2024-01-10,21,1,148.49545833669612,148.49545833669612,9.0,Medium,Low Value
CUST_119,North America,Paid Ads,2024-01-03,11,0,0.0,0.0,4.4,High,Low Value
CUST_120,Europe,Organic,2024-01-20,65,5,617.5487916448517,123.50975832897034,29.0,Low,Mid Value
CUST_121,APAC,Email,2024-01-09,67,4,586.947012688404,146.736753172101,29.2,Low,Mid Value
CUST_122,North America,Paid Ads,2024-01-18,65,7,894.8851069107391,127.84072955867701,30.2,Low,Mid Value
CUST_123,APAC,Email,2024-01-12,121,9,1142.1708547391686,126.9078727487965,53.800000000000004,Low,High Value
CUST_124,APAC,Paid Ads,2024-01-16,23,2,267.73074389223405,133.86537194611702,10.4,Low,Low Value
CUST_125,APAC,Paid Ads,2024-01-29,69,3,390.84567099503425,130.28189033167808,29.400000000000002,Low,Mid Value
CUST_126,North America,Referral,2024-01-26,60,4,671.6137961630661,167.90344904076653,26.4,Low,Mid Value
CUST_127,North America,Organic,2024-01-27,62,4,696.2076875935315,174.0519218983829,27.2,Low,Mid Value
CUST_128,North America,Email,2024-01-13,48,5,891.5382847508148,178.30765695016296,22.200000000000003,Low,Mid Value
CUST_129,North America,Paid Ads,2024-01-05,21,0,0.0,0.0,8.4,Medium,Low Value
CUST_130,North America,Paid Ads,2024-01-15,69,4,701.5228175977737,175.38070439944343,30.0,Low,Mid Value
CUST_131,Europe,Paid Ads,2024-01-19,45,5,512.6352238263368,102.52704476526735,21.0,Low,Mid Value
CUST_132,North America,Referral,2024-01-25,109,11,1671.0084940239142,151.90986309308312,50.2,Low,High Value
CUST_133,APAC,Email,2024-01-31,88,11,1133.9818242127876,103.08925674661705,41.800000000000004,Low,High Value
CUST_134,North America,Organic,2024-01-13,53,4,627.7003595791899,156.92508989479748,23.6,Low,Mid Value
CUST_135,North America,Referral,2024-01-16,54,5,474.0966718994363,94.81933437988725,24.6,Low,Mid Value
CUST_136,APAC,Paid Ads,2024-01-15,66,3,390.6487595555139,130.2162531851713,28.200000000000003,Low,Mid Value
CUST_137,North America,Paid Ads,2024-01-01,92,9,964.1772476332003,107.1308052925778,42.2,Low,Mid Value
CUST_138,APAC,Organic,2024-01-25,47,6,644.968986995901,107.4948311659835,22.4,Low,Mid Value
CUST_139,APAC,Organic,2024-01-04,4,0,0.0,0.0,1.6,High,Low Value
CUST_140,Europe,Organic,2024-01-31,73,1,192.29167840105583,192.29167840105583,29.800000000000004,Low,Low Value
CUST_141,Europe,Referral,2024-01-12,75,1,72.11772190139081,72.11772190139081,30.6,Low,Low Value
CUST_142,North America,Referral,2024-01-14,117,11,1340.2719572884062,121.84290520803692,53.400000000000006,Low,High Value
CUST_143,Europe,Organic,2024-01-22,62,2,250.28177547922365,125.14088773961183,26.0,Low,Low Value
CUST_144,North America,Organic,2024-01-01,55,2,248.93047134543485,124.46523567271743,23.2,Low,Low Value
CUST_145,APAC,Email,2024-01-23,62,4,432.1973020568015,108.04932551420038,27.2,Low,Mid Value
CUST_146,Europe,Email,2024-01-29,23,0,0.0,0.0,9.200000000000001,Medium,Low Value
CUST_147,North America,Paid Ads,2024-01-23,28,0,0.0,0.0,11.200000000000001,Medium,Low Value
CUST_148,Europe,Email,2024-01-22,63,3,289.37672775000954,96.45890925000317,27.000000000000004,Low,Low Value
CUST_149,APAC,Paid Ads,2024-01-23,53,3,369.42407883783096,123.14135961261032,23.000000000000004,Low,Mid Value
CUST_150,APAC,Referral,2024-01-10,92,11,1866.442512660442,169.67659206004018,43.400000000000006,Low,High Value
CUST_151,Europe,Referral,2024-01-30,27,0,0.0,0.0,10.8,Medium,Low Value
CUST_152,APAC,Referral,2024-01-16,60,5,713.3523965338082,142.67047930676165,27.0,Low,Mid Value
CUST_153,Europe,Organic,2024-01-19,49,4,600.2897438550632,150.0724359637658,22.0,Low,Mid Value
CUST_154,Europe,Organic,2024-01-16,60,3,342.74413144804237,114.24804381601412,25.8,Low,Mid Value
CUST_155,Europe,Organic,2024-01-05,57,4,385.8047290485782,96.45118226214456,25.2,Low,Mid Value
CUST_156,APAC,Organic,2024-01-21,68,4,337.89840922325124,84.47460230581281,29.6,Low,Mid Value
CUST_157,North America,Referral,2024-01-03,50,2,194.2888434238498,97.1444217119249,21.2,Low,Low Value
CUST_158,North America,Referral,2024-01-23,62,2,203.14836904964142,101.57418452482071,26.0,Low,Low Value
CUST_159,Europe,Referral,2024-01-24,31,0,0.0,0.0,12.4,Low,Low Value
CUST_160,North America,Referral,2024-01-05,52,4,586.9666867789467,146.74167169473668,23.2,Low,Mid Value
CUST_161,APAC,Organic,2024-01-21,104,7,578.6895967619187,82.66994239455981,45.800000000000004,Low,Mid Value
CUST_162,Europe,Email,2024-01-17,69,6,819.8647751577682,136.64412919296137,31.200000000000003,Low,Mid Value
CUST_163,APAC,Email,2024-01-24,103,14,1895.9475792211513,135.42482708722508,49.6,Low,High Value
CUST_164,APAC,Organic,2024-01-08,59,2,179.69873907728663,89.84936953864332,24.8,Low,Low Value
CUST_165,North America,Referral,2024-01-13,18,0,0.0,0.0,7.2,Medium,Low Value
CUST_166,APAC,Paid Ads,2024-01-10,64,4,719.2622812642428,179.8155703160607,28.0,Low,Mid Value
CUST_167,Europe,Paid Ads,2024-01-25,62,3,418.8653870903853,139.6217956967951,26.6,Low,Mid Value
CUST_168,Europe,Organic,2024-01-22,24,1,118.94197231634507,118.94197231634507,10.200000000000001,Medium,Low Value
CUST_169,APAC,Email,2024-01-17,110,10,1186.9069001501975,118.69069001501975,50.0,Low,High Value
CUST_170,APAC,Email,2024-01-20,53,3,351.89300998885426,117.29766999628475,23.000000000000004,Low,Mid Value
CUST_171,North America,Organic,2024-01-28,21,0,0.0,0.0,8.4,Medium,Low Value
CUST_172,Europe,Organic,2024-01-09,36,1,146.85844603622428,146.85844603622428,15.0,Low,Low Value
CUST_173,APAC,Paid Ads,2024-01-01,66,6,904.8343345366551,150.80572242277586,30.0,Low,Mid Value
CUST_174,APAC,Referral,2024-01-16,66,2,344.0631358756658,172.0315679378329,27.6,Low,Mid Value
CUST_175,North America,Organic,2024-01-17,18,1,88.30366534446904,88.30366534446904,7.8,Medium,Low Value
CUST_176,North America,Referral,2024-01-26,23,2,248.34127441179572,124.17063720589786,10.4,Low,Low Value
CUST_177,North America,Referral,2024-01-29,6,0,0.0,0.0,2.4000000000000004,High,Low Value
CUST_178,APAC,Organic,2024-01-21,54,4,544.3383421489573,136.08458553723932,24.0,Low,Mid Value
CUST_179,Europe,Email,2024-01-14,21,0,0.0,0.0,8.4,Medium,Low Value
CUST_180,APAC,Organic,2024-01-16,64,2,390.72086832708663,195.36043416354332,26.8,Low,Mid Value
CUST_181,APAC,Email,2024-01-20,61,4,609.2389362624726,152.30973406561816,26.8,Low,Mid Value
CUST_182,North America,Email,2024-01-03,66,6,553.5731157210054,92.26218595350089,30.0,Low,Mid Value
CUST_183,APAC,Organic,2024-01-10,75,7,994.673891324868,142.09627018926685,34.2,Low,Mid Value
CUST_184,North America,Email,2024-01-10,21,1,59.442394230856294,59.442394230856294,9.0,Medium,Low Value
CUST_185,APAC,Referral,2024-01-04,44,2,406.2537053015435,203.12685265077175,18.8,Low,Mid Value
CUST_186,Europe,Referral,2024-01-07,106,10,1149.8265105157045,114.98265105157046,48.400000000000006,Low,High Value
CUST_187,North America,Paid Ads,2024-01-24,98,10,1317.4201145604754,131.74201145604755,45.2,Low,High Value
CUST_188,Europe,Email,2024-01-04,72,4,500.845571144042,125.2113927860105,31.2,Low,Mid Value
CUST_189,Europe,Email,2024-01-22,58,4,548.6454682454137,137.16136706135342,25.6,Low,Mid Value
CUST_190,North America,Email,2024-01-08,21,1,138.42284941185537,138.42284941185537,9.0,Medium,Low Value
CUST_191,Europe,Paid Ads,2024-01-22,62,6,779.8994131121411,129.98323551869018,28.4,Low,Mid Value
CUST_192,Europe,Paid Ads,2024-01-21,22,0,0.0,0.0,8.8,Medium,Low Value
CUST_193,North America,Email,2024-01-06,27,1,166.12477509844138,166.12477509844138,11.4,Medium,Low Value
CUST_194,North America,Paid Ads,2024-01-23,59,5,876.5547115287278,175.31094230574556,26.6,Low,Mid Value
CUST_195,APAC,Email,2024-01-14,95,9,936.6597083287429,104.07330092541588,43.4,Low,Mid Value
CUST_196,APAC,Paid Ads,2024-01-17,114,6,818.4886909415029,136.4147818235838,49.2,Low,Mid Value
CUST_197,North America,Referral,2024-01-15,50,2,241.54719684664846,120.77359842332423,21.2,Low,Low Value
CUST_198,Europe,Organic,2024-01-17,109,8,960.0836918455068,120.01046148068835,48.4,Low,Mid Value
CUST_199,North America,Organic,2024-01-19,34,0,0.0,0.0,13.600000000000001,Low,Low Value
CUST_200,Europe,Referral,2024-01-13,63,5,578.1890138827313,115.63780277654625,28.200000000000003,Low,Mid Value
CUST_201,Europe,Referral,2024-01-03,51,6,829.0206479018951,138.1701079836492,24.0,Low,Mid Value
CUST_202,APAC,Email,2024-01-14,61,3,564.2210979176148,188.0736993058716,26.200000000000003,Low,Mid Value
CUST_203,Europe,Referral,2024-01-13,57,5,407.61970719146524,81.52394143829305,25.8,Low,Mid Value
CUST_204,North America,Paid Ads,2024-01-28,57,1,157.24815830575983,157.24815830575983,23.400000000000002,Low,Low Value
CUST_205,APAC,Referral,2024-01-08,85,5,526.7804669845626,105.35609339691253,37.0,Low,Mid Value
CUST_206,North America,Email,2024-01-28,54,6,701.6024848786996,116.93374747978326,25.200000000000003,Low,Mid Value
CUST_207,North America,Email,2024-01-08,22,0,0.0,0.0,8.8,Medium,Low Value
CUST_208,Europe,Organic,2024-01-15,63,5,534.1244978625618,106.82489957251236,28.200000000000003,Low,Mid Value
CUST_209,North America,Email,2024-01-24,55,4,521.9279799029539,130.48199497573847,24.4,Low,Mid Value
CUST_210,APAC,Paid Ads,2024-01-16,57,4,591.744739368606,147.9361848421515,25.2,Low,Mid Value
CUST_211,North America,Email,2024-01-13,44,3,340.6213734425571,113.5404578141857,19.400000000000002,Low,Mid Value
CUST_212,APAC,Referral,2024-01-17,60,5,673.582346459563,134.7164692919126,27.0,Low,Mid Value
CUST_213,North America,Email,2024-01-03,26,1,86.90388274504528,86.90388274504528,11.0,Medium,Low Value
CUST_214,North America,Email,2024-01-26,127,13,1420.9153865541236,109.30118358108643,58.6,Low,High Value
CUST_215,APAC,Referral,2024-01-29,57,3,404.0475764223303,134.6825254741101,24.6,Low,Mid Value
CUST_216,North America,Paid Ads,2024-01-31,5,0,0.0,0.0,2.0,High,Low Value
CUST_217,APAC,Organic,2024-01-05,51,0,0.0,0.0,20.400000000000002,Low,Low Value
CUST_218,APAC,Referral,2024-01-19,64,2,162.65425542393945,81.32712771196972,26.8,Low,Low Value
CUST_219,North America,Referral,2024-01-27,56,7,1213.7640902239891,173.39487003199844,26.6,Low,High Value
CUST_220,North America,Organic,2024-01-18,59,1,181.0365218195947,181.0365218195947,24.200000000000003,Low,Low Value
CUST_221,APAC,Organic,2024-01-03,104,9,992.002686291017,110.22252069900189,47.0,Low,Mid Value
CUST_222,APAC,Referral,2024-01-09,64,2,281.6520842698664,140.8260421349332,26.8,Low,Low Value
CUST_223,APAC,Paid Ads,2024-01-07,61,4,301.0010106737062,75.25025266842655,26.8,Low,Mid Value
CUST_224,APAC,Organic,2024-01-25,70,5,588.9782231674737,117.79564463349475,31.0,Low,Mid Value
CUST_225,North America,Referral,2024-01-28,46,2,257.1664633390123,128.58323166950615,19.6,Low,Low Value
CUST_226,North America,Paid Ads,2024-01-30,61,5,370.25217241858536,74.05043448371707,27.400000000000002,Low,Mid Value
CUST_227,APAC,Paid Ads,2024-01-10,69,3,272.37703690617434,90.79234563539144,29.400000000000002,Low,Low Value
CUST_228,Europe,Email,2024-01-27,71,2,187.04390132044185,93.52195066022092,29.6,Low,Low Value
CUST_229,Europe,Organic,2024-01-02,56,3,379.1567162646053,126.38557208820176,24.200000000000003,Low,Mid Value
CUST_230,North America,Paid Ads,2024-01-21,65,2,353.08075055346194,176.54037527673097,27.2,Low,Mid Value
CUST_231,APAC,Email,2024-01-31,50,4,575.3720950251687,143.84302375629218,22.4,Low,Mid Value
CUST_232,Europe,Organic,2024-01-11,122,11,1352.1606648605045,122.92369680550041,55.400000000000006,Low,High Value
CUST_233,APAC,Referral,2024-01-06,57,4,551.4461857420812,137.8615464355203,25.2,Low,Mid Value
CUST_234,APAC,Referral,2024-01-16,23,0,0.0,0.0,9.200000000000001,Medium,Low Value
CUST_235,North America,Referral,2024-01-10,28,0,0.0,0.0,11.200000000000001,Medium,Low Value
CUST_236,APAC,Organic,2024-01-23,53,6,908.5446116647681,151.424101944128,24.800000000000004,Low,Mid Value
CUST_237,APAC,Email,2024-01-08,73,6,777.6301670105443,129.6050278350907,32.800000000000004,Low,Mid Value
CUST_238,North America,Organic,2024-01-20,59,4,570.9548553387248,142.7387138346812,26.0,Low,Mid Value
CUST_239,North America,Email,2024-01-24,27,1,59.14715082284517,59.14715082284517,11.4,Medium,Low Value
CUST_240,North America,Referral,2024-01-22,74,5,798.9574150331132,159.79148300662263,32.6,Low,Mid Value
CUST_241,North America,Email,2024-01-25,67,3,395.9066767597758,131.9688922532586,28.6,Low,Mid Value
CUST_242,Europe,Referral,2024-01-14,62,3,287.1492017613857,95.71640058712858,26.6,Low,Low Value
CUST_243,APAC,Referral,2024-01-11,20,2,216.13318036922237,108.06659018461119,9.2,Low,Low Value
CUST_244,North America,Email,2024-01-27,110,12,1848.6983434232711,154.0581952852726,51.2,Low,High Value
CUST_245,APAC,Organic,2024-01-16,66,2,319.348137102097,159.6740685510485,27.6,Low,Mid Value
CUST_246,Europe,Organic,2024-01-08,5,0,0.0,0.0,2.0,High,Low Value
CUST_247,Europe,Referral,2024-01-16,60,4,494.3747684954648,123.5936921238662,26.4,Low,Mid Value
CUST_248,APAC,Paid Ads,2024-01-29,59,3,448.3947733630841,149.46492445436135,25.400000000000002,Low,Mid Value
CUST_249,APAC,Email,2024-01-05,50,3,587.5008529527881,195.83361765092937,21.8,Low,Mid Value
CUST_250,Europe,Paid Ads,2024-01-25,25,0,0.0,0.0,10.0,Medium,Low Value
CUST_251,North America,Organic,2024-01-30,58,5,551.5394432888036,110.30788865776071,26.200000000000003,Low,Mid Value
CUST_252,Europe,Paid Ads,2024-01-25,17,0,0.0,0.0,6.800000000000001,Medium,Low Value
CUST_253,APAC,Email,2024-01-05,25,2,238.3823970907613,119.19119854538064,11.2,Low,Low Value
CUST_254,APAC,Referral,2024-01-09,62,5,667.3277528821857,133.46555057643712,27.8,Low,Mid Value
CUST_255,APAC,Organic,2024-01-13,60,5,370.8654489006279,74.17308978012558,27.0,Low,Mid Value
CUST_256,North America,Organic,2024-01-26,68,3,340.65149041577575,113.55049680525859,29.000000000000004,Low,Mid Value
CUST_257,North America,Organic,2024-01-29,46,1,132.24355842143092,132.24355842143092,19.000000000000004,Low,Low Value
CUST_258,North America,Organic,2024-01-15,58,5,895.0996582931334,179.0199316586267,26.200000000000003,Low,Mid Value
CUST_259,APAC,Paid Ads,2024-01-27,56,4,419.5717018935312,104.8929254733828,24.8,Low,Mid Value
CUST_260,North America,Organic,2024-01-01,55,4,734.7590572358238,183.68976430895594,24.4,Low,Mid Value
