customer_id,month_index,event_date,logins,purchases,spend
CUST_26,5,2024-06-15,0,0,0.0
CUST_27,0,2024-01-08,10,1,68.33549566349315
CUST_27,1,2024-02-07,16,2,93.66932854476953
CUST_27,2,2024-03-08,10,0,0.0
CUST_27,3,2024-04-07,8,0,0.0
CUST_27,4,2024-05-07,17,0,0.0
CUST_27,5,2024-06-06,7,1,200.52610939845346
CUST_28,0,2024-01-06,5,0,0.0
CUST_28,1,2024-02-05,6,0,0.0
CUST_28,2,2024-03-06,5,0,0.0
CUST_28,3,2024-04-05,3,0,0.0
CUST_28,4,2024-05-05,6,0,0.0
CUST_28,5,2024-06-04,0,0,0.0
CUST_29,0,2024-01-03,9,1,206.5988048669413
CUST_29,1,2024-02-02,8,0,0.0
CUST_29,2,2024-03-03,8,1,119.20754620844998
CUST_29,3,2024-04-02,11,1,119.18725895827728
CUST_29,4,2024-05-02,12,0,0.0
CUST_29,5,2024-06-01,12,0,0.0
CUST_30,0,2024-01-28,7,0,0.0
CUST_30,1,2024-02-27,7,0,0.0
CUST_30,2,2024-03-28,16,0,0.0
CUST_30,3,2024-04-27,9,1,83.58181591230263
CUST_30,4,2024-05-27,6,1,216.85747892808774
CUST_30,5,2024-06-26,12,1,80.10826685201475
CUST_31,0,2024-01-06,12,0,0.0
CUST_31,1,2024-02-05,10,0,0.0
CUST_31,2,2024-03-06,17,1,152.94830601764488
CUST_31,3,2024-04-05,15,1,169.66101917371697
CUST_31,4,2024-05-05,10,1,96.71485427050074
CUST_31,5,2024-06-04,14,1,178.6430848761622
CUST_32,0,2024-01-16,11,1,46.482243016909116
CUST_32,1,2024-02-15,6,0,0.0
CUST_32,2,2024-03-16,12,1,78.78059725721029
CUST_32,3,2024-04-15,13,1,61.13411859594949
CUST_32,4,2024-05-15,11,1,82.93514947430411
CUST_32,5,2024-06-14,6,1,99.61712015041391
CUST_33,0,2024-01-31,6,0,0.0
CUST_33,1,2024-03-01,8,2,279.3921881434307
CUST_33,2,2024-03-31,10,2,324.5764129535377
CUST_33,3,2024-04-30,8,1,49.53326137979096
CUST_33,4,2024-05-30,8,1,161.1745457153481
CUST_33,5,2024-06-29,10,0,0.0
CUST_34,0,2024-01-25,8,0,0.0
CUST_34,1,2024-02-24,10,1,67.71903793394586
CUST_34,2,2024-03-25,8,0,0.0
CUST_34,3,2024-04-24,8,1,104.8089064195331
CUST_34,4,2024-05-24,11,0,0.0
CUST_34,5,2024-06-23,15,1,40.66472005839934
CUST_35,0,2024-01-23,1,0,0.0
CUST_35,1,2024-02-22,3,0,0.0
CUST_35,2,2024-03-23,7,0,0.0
CUST_35,3,2024-04-22,4,0,0.0
CUST_35,4,2024-05-22,5,0,0.0
CUST_35,5,2024-06-21,4,0,0.0
CUST_36,0,2024-01-07,5,1,152.54681932383767
CUST_36,1,2024-02-06,8,0,0.0
CUST_36,2,2024-03-07,6,0,0.0
CUST_36,3,2024-04-06,13,2,399.19849761489417
CUST_36,4,2024-05-06,14,0,0.0
CUST_36,5,2024-06-05,6,1,194.3138621327723
CUST_37,0,2024-01-01,11,2,182.24989120868395
CUST_37,1,2024-01-31,8,0,0.0
CUST_37,2,2024-03-01,15,1,49.51737001765747
CUST_37,3,2024-03-31,13,1,62.887227017835386
CUST_37,4,2024-04-30,15,1,169.38559538901177
CUST_37,5,2024-05-30,8,1,107.71585839372749
CUST_38,0,2024-01-20,12,1,205.64217128208986
CUST_38,1,2024-02-19,12,0,0.0
CUST_38,2,2024-03-20,13,0,0.0
CUST_38,3,2024-04-19,14,1,183.42342061979957
CUST_38,4,2024-05-19,10,1,137.81938318379284
CUST_38,5,2024-06-18,11,0,0.0
CUST_39,0,2024-01-31,10,2,383.4864483026353
CUST_39,1,2024-03-01,12,0,0.0
CUST_39,2,2024-03-31,16,0,0.0
CUST_39,3,2024-04-30,11,2,150.00451437836102
CUST_39,4,2024-05-30,9,1,76.81628736679345
CUST_39,5,2024-06-29,12,0,0.0
CUST_40,0,2024-01-16,1,0,0.0
CUST_40,1,2024-02-15,0,0,0.0
CUST_40,2,2024-03-16,0,0,0.0
CUST_40,3,2024-04-15,1,0,0.0
CUST_40,4,2024-05-15,0,0,0.0
CUST_40,5,2024-06-14,1,0,0.0
CUST_41,0,2024-01-03,10,1,179.16885911240269
CUST_41,1,2024-02-02,8,2,130.83185090588015
CUST_41,2,2024-03-03,5,1,130.46575441236658
CUST_41,3,2024-04-02,7,1,143.28783933699788
CUST_41,4,2024-05-02,13,1,142.16545053227657
CUST_41,5,2024-06-01,12,1,51.73193386762976
CUST_42,0,2024-01-23,10,0,0.0
CUST_42,1,2024-02-22,10,0,0.0
CUST_42,2,2024-03-23,9,2,427.5261305922959
CUST_42,3,2024-04-22,5,0,0.0
CUST_42,4,2024-05-22,9,1,181.64565345154517
CUST_42,5,2024-06-21,7,1,51.84277340050296
CUST_43,0,2024-01-08,8,1,205.92771447347138
CUST_43,1,2024-02-07,14,0,0.0
CUST_43,2,2024-03-08,13,0,0.0
CUST_43,3,2024-04-07,7,1,46.99934739648599
CUST_43,4,2024-05-07,17,1,113.93514095548436
CUST_43,5,2024-06-06,9,1,106.97524598182459
CUST_44,0,2024-01-22,8,0,0.0
CUST_44,1,2024-02-21,9,0,0.0
CUST_44,2,2024-03-22,10,2,309.45712273514005
CUST_44,3,2024-04-21,10,0,0.0
CUST_44,4,2024-05-21,6,1,51.7914391849692
CUST_44,5,2024-06-20,15,0,0.0
CUST_45,0,2024-01-21,10,1,116.39650911006929
CUST_45,1,2024-02-20,14,1,162.75083566596675
CUST_45,2,2024-03-21,10,0,0.0
CUST_45,3,2024-04-20,9,1,192.95058631406278
CUST_45,4,2024-05-20,16,1,182.35460686980144
CUST_45,5,2024-06-19,16,0,0.0
CUST_46,0,2024-01-05,9,0,0.0
CUST_46,1,2024-02-04,11,0,0.0
CUST_46,2,2024-03-05,9,0,0.0
CUST_46,3,2024-04-04,14,1,143.11641401889358
CUST_46,4,2024-05-04,9,1,126.11032987351629
CUST_46,5,2024-06-03,11,0,0.0
CUST_47,0,2024-01-25,5,1,46.29380950376042
CUST_47,1,2024-02-24,14,2,94.2523444033538
CUST_47,2,2024-03-25,18,0,0.0
CUST_47,3,2024-04-24,12,2,273.22962359119657
CUST_47,4,2024-05-24,10,1,144.75113801843355
CUST_47,5,2024-06-23,14,0,0.0
CUST_48,0,2024-01-01,14,0,0.0
CUST_48,1,2024-01-31,7,2,352.39133357071614
CUST_48,2,2024-03-01,7,1,189.81230431417015
CUST_48,3,2024-03-31,5,0,0.0
CUST_48,4,2024-04-30,5,0,0.0
CUST_48,5,2024-05-30,9,1,147.92548343630526
CUST_49,0,2024-01-09,5,0,0.0
CUST_49,1,2024-02-08,5,0,0.0
CUST_49,2,2024-03-09,4,0,0.0
CUST_49,3,2024-04-08,2,0,0.0
CUST_49,4,2024-05-08,5,1,65.99578809226226
CUST_49,5,2024-06-07,3,0,0.0
CUST_50,0,2024-01-28,12,0,0.0
CUST_50,1,2024-02-27,19,0,0.0
CUST_50,2,2024-03-28,12,0,0.0
CUST_50,3,2024-04-27,6,0,0.0
CUST_50,4,2024-05-27,14,1,124.5328688153924
CUST_50,5,2024-06-26,11,0,0.0
CUST_51,0,2024-01-07,5,1,68.5107500973739
CUST_51,1,2024-02-06,9,0,0.0
CUST_51,2,2024-03-07,17,1,58.47918651033265
CUST_51,3,2024-04-06,12,1,216.29788753074567
CUST_51,4,2024-05-06,8,1,173.5021628023602
CUST_51,5,2024-06-05,10,0,0.0
CUST_52,0,2024-01-06,1,0,0.0
CUST_52,1,2024-02-05,0,0,0.0
CUST_52,2,2024-03-06,1,0,0.0
CUST_52,3,2024-04-05,1,0,0.0
CUST_52,4,2024-05-05,1,0,0.0
CUST_52,5,2024-06-04,0,0,0.0
CUST_53,0,2024-01-15,7,0,0.0
CUST_53,1,2024-02-14,6,0,0.0
CUST_53,2,2024-03-15,15,1,109.600367373905
CUST_53,3,2024-04-14,6,1,191.4408729769102
CUST_53,4,2024-05-14,12,2,87.36092636554784
CUST_53,5,2024-06-13,15,2,145.58351547656247
CUST_54,0,2024-01-26,13,0,0.0
CUST_54,1,2024-02-25,11,0,0.0
CUST_54,2,2024-03-26,10,1,72.59092773530023
CUST_54,3,2024-04-25,5,0,0.0
CUST_54,4,2024-05-25,8,0,0.0
CUST_54,5,2024-06-24,4,1,51.61457468812601
CUST_55,0,2024-01-18,8,1,47.34584821871071
CUST_55,1,2024-02-17,5,0,0.0
CUST_55,2,2024-03-18,12,1,183.7925979623729
CUST_55,3,2024-04-17,5,1,121.28229879360688
CUST_55,4,2024-05-17,9,1,68.35059335503944
CUST_55,5,2024-06-16,7,1,197.70423676061063
CUST_56,0,2024-01-31,8,0,0.0
CUST_56,1,2024-03-01,9,0,0.0
CUST_56,2,2024-03-31,8,0,0.0
CUST_56,3,2024-04-30,10,1,162.98992094693295
CUST_56,4,2024-05-30,11,1,92.39369917864104
CUST_56,5,2024-06-29,11,1,185.35552223186772
CUST_57,0,2024-01-01,2,1,174.63013601236977
CUST_57,1,2024-01-31,7,0,0.0
CUST_57,2,2024-03-01,4,0,0.0
CUST_57,3,2024-03-31,9,0,0.0
CUST_57,4,2024-04-30,6,0,0.0
CUST_57,5,2024-05-30,6,0,0.0
CUST_58,0,2024-01-14,10,2,166.35443507848765
CUST_58,1,2024-02-13,14,2,400.88229308066656
CUST_58,2,2024-03-14,14,3,144.7411785915102
CUST_58,3,2024-04-13,18,3,348.2505861646382
CUST_58,4,2024-05-13,9,1,139.44246194565275
CUST_58,5,2024-06-12,9,0,0.0
CUST_59,0,2024-01-17,1,0,0.0
CUST_59,1,2024-02-16,0,0,0.0
CUST_59,2,2024-03-17,0,0,0.0
CUST_59,3,2024-04-16,3,0,0.0
CUST_59,4,2024-05-16,1,0,0.0
CUST_59,5,2024-06-15,0,0,0.0
CUST_60,0,2024-01-19,10,1,203.2292794938894
CUST_60,1,2024-02-18,5,0,0.0
CUST_60,2,2024-03-19,9,1,150.66674147019828
CUST_60,3,2024-04-18,5,0,0.0
CUST_60,4,2024-05-18,11,1,58.893309005884035
CUST_60,5,2024-06-17,13,0,0.0
CUST_61,0,2024-01-16,10,1,191.48582146889083
CUST_61,1,2024-02-15,7,0,0.0
CUST_61,2,2024-03-16,9,0,0.0
CUST_61,3,2024-04-15,7,2,169.238707294418
CUST_61,4,2024-05-15,9,0,0.0
CUST_61,5,2024-06-14,8,2,302.95958084133974
CUST_62,0,2024-01-16,6,0,0.0
CUST_62,1,2024-02-15,6,0,0.0
CUST_62,2,2024-03-16,10,0,0.0
CUST_62,3,2024-04-15,13,1,47.57535490550307
CUST_62,4,2024-05-15,9,2,141.7433684129158
CUST_62,5,2024-06-14,11,0,0.0
CUST_63,0,2024-01-19,9,2,329.15697021347
CUST_63,1,2024-02-18,14,0,0.0
CUST_63,2,2024-03-19,10,1,70.4160394965186
CUST_63,3,2024-04-18,8,1,65.06921375881339
CUST_63,4,2024-05-18,7,1,208.73251782452198
CUST_63,5,2024-06-17,14,0,0.0
CUST_64,0,2024-01-25,4,0,0.0
CUST_64,1,2024-02-24,8,0,0.0
CUST_64,2,2024-03-25,8,0,0.0
CUST_64,3,2024-04-24,14,0,0.0
CUST_64,4,2024-05-24,7,1,148.8382221609083
CUST_64,5,2024-06-23,11,1,157.572418401263
CUST_65,0,2024-01-30,7,0,0.0
CUST_65,1,2024-02-29,6,0,0.0
CUST_65,2,2024-03-30,1,0,0.0
CUST_65,3,2024-04-29,1,1,60.463666219531845
CUST_65,4,2024-05-29,9,0,0.0
CUST_65,5,2024-06-28,4,0,0.0
CUST_66,0,2024-01-01,7,0,0.0
CUST_66,1,2024-01-31,14,0,0.0
CUST_66,2,2024-03-01,9,1,92.80388338400317
CUST_66,3,2024-03-31,9,0,0.0
CUST_66,4,2024-04-30,12,0,0.0
CUST_66,5,2024-05-30,17,0,0.0
CUST_67,0,2024-01-02,12,0,0.0
CUST_67,1,2024-02-01,8,1,89.80938673180239
CUST_67,2,2024-03-02,12,0,0.0
CUST_67,3,2024-04-01,9,1,69.61565920822417
CUST_67,4,2024-05-01,15,0,0.0
CUST_67,5,2024-05-31,5,2,183.84513322862682
CUST_68,0,2024-01-17,0,0,0.0
CUST_68,1,2024-02-16,1,0,0.0
CUST_68,2,2024-03-17,1,0,0.0
CUST_68,3,2024-04-16,1,0,0.0
CUST_68,4,2024-05-16,1,0,0.0
CUST_68,5,2024-06-15,2,0,0.0
CUST_69,0,2024-01-11,12,0,0.0
CUST_69,1,2024-02-10,17,0,0.0
CUST_69,2,2024-03-11,7,0,0.0
CUST_69,3,2024-04-10,11,1,104.82703116752386
CUST_69,4,2024-05-10,8,1,181.8658535228459
CUST_69,5,2024-06-09,7,1,104.96890389551216
CUST_70,0,2024-01-02,8,0,0.0
CUST_70,1,2024-02-01,10,0,0.0
CUST_70,2,2024-03-02,8,0,0.0
CUST_70,3,2024-04-01,9,0,0.0
CUST_70,4,2024-05-01,7,0,0.0
CUST_70,5,2024-05-31,9,1,218.07118241759653
CUST_71,0,2024-01-01,10,2,122.16423788839083
CUST_71,1,2024-01-31,9,2,280.2395562290351
CUST_71,2,2024-03-01,6,1,185.77837317132622
CUST_71,3,2024-03-31,10,0,0.0
CUST_71,4,2024-04-30,11,0,0.0
CUST_71,5,2024-05-30,12,0,0.0
CUST_72,0,2024-01-31,7,1,194.50260050763578
CUST_72,1,2024-03-01,9,1,76.87919644862802
CUST_72,2,2024-03-31,9,2,212.27055630682148
CUST_72,3,2024-04-30,11,1,77.82485936396712
CUST_72,4,2024-05-30,13,1,184.25343548735262
CUST_72,5,2024-06-29,9,1,173.06866267281956
CUST_73,0,2024-01-20,5,0,0.0
CUST_73,1,2024-02-19,3,0,0.0
CUST_73,2,2024-03-20,6,0,0.0
CUST_73,3,2024-04-19,2,0,0.0
CUST_73,4,2024-05-19,6,0,0.0
CUST_73,5,2024-06-18,4,0,0.0
CUST_74,0,2024-01-09,13,1,55.41768570963771
CUST_74,1,2024-02-08,9,1,42.05679525024947
CUST_74,2,2024-03-09,8,0,0.0
CUST_74,3,2024-04-08,20,1,82.51702810314613
CUST_74,4,2024-05-08,10,0,0.0
CUST_74,5,2024-06-07,7,0,0.0
CUST_75,0,2024-01-10,5,0,0.0
CUST_75,1,2024-02-09,1,0,0.0
CUST_75,2,2024-03-10,4,0,0.0
CUST_75,3,2024-04-09,2,0,0.0
CUST_75,4,2024-05-09,3,0,0.0
CUST_75,5,2024-06-08,3,0,0.0
CUST_76,0,2024-01-12,2,0,0.0
CUST_76,1,2024-02-11,4,0,0.0
CUST_76,2,2024-03-12,9,0,0.0
CUST_76,3,2024-04-11,4,0,0.0
CUST_76,4,2024-05-11,1,0,0.0
CUST_76,5,2024-06-10,2,0,0.0
CUST_77,0,2024-01-27,6,0,0.0
CUST_77,1,2024-02-26,2,0,0.0
CUST_77,2,2024-03-27,4,0,0.0
CUST_77,3,2024-04-26,3,0,0.0
CUST_77,4,2024-05-26,6,0,0.0
CUST_77,5,2024-06-25,5,0,0.0
CUST_78,0,2024-01-17,13,0,0.0
CUST_78,1,2024-02-16,16,0,0.0
CUST_78,2,2024-03-17,6,0,0.0
CUST_78,3,2024-04-16,9,0,0.0
CUST_78,4,2024-05-16,6,0,0.0
CUST_78,5,2024-06-15,5,0,0.0
CUST_79,0,2024-01-31,8,1,179.61687495872613
CUST_79,1,2024-03-01,10,0,0.0
CUST_79,2,2024-03-31,13,0,0.0
CUST_79,3,2024-04-30,9,1,84.19081516584963
CUST_79,4,2024-05-30,16,1,163.1611746860034
CUST_79,5,2024-06-29,10,1,106.87983494010213
CUST_80,0,2024-01-07,5,0,0.0
CUST_80,1,2024-02-06,2,0,0.0
CUST_80,2,2024-03-07,8,0,0.0
CUST_80,3,2024-04-06,5,0,0.0
CUST_80,4,2024-05-06,7,0,0.0
CUST_80,5,2024-06-05,6,0,0.0
CUST_81,0,2024-01-07,8,1,64.15660306855017
CUST_81,1,2024-02-06,15,1,192.87838354944745
CUST_81,2,2024-03-07,12,0,0.0
CUST_81,3,2024-04-06,7,1,218.47946825425996
CUST_81,4,2024-05-06,14,2,311.962453381852
CUST_81,5,2024-06-05,16,0,0.0
CUST_82,0,2024-01-19,2,0,0.0
CUST_82,1,2024-02-18,6,0,0.0
CUST_82,2,2024-03-19,7,0,0.0
CUST_82,3,2024-04-18,5,0,0.0
CUST_82,4,2024-05-18,3,0,0.0
CUST_82,5,2024-06-17,3,0,0.0
CUST_83,0,2024-01-23,11,1,219.21818850280548
CUST_83,1,2024-02-22,11,1,204.30302572634469
CUST_83,2,2024-03-23,9,0,0.0
CUST_83,3,2024-04-22,10,1,196.7906576129475
CUST_83,4,2024-05-22,14,2,235.7649594668814
CUST_83,5,2024-06-21,10,0,0.0
CUST_84,0,2024-01-19,11,0,0.0
CUST_84,1,2024-02-18,7,2,321.4649916203223
CUST_84,2,2024-03-19,10,0,0.0
CUST_84,3,2024-04-18,13,0,0.0
CUST_84,4,2024-05-18,13,1,106.18014767558061
CUST_84,5,2024-06-17,8,0,0.0
CUST_85,0,2024-01-27,15,1,178.97674634468027
CUST_85,1,2024-02-26,12,0,0.0
CUST_85,2,2024-03-27,11,1,163.4833150633475
CUST_85,3,2024-04-26,7,1,103.66804697060203
CUST_85,4,2024-05-26,15,1,205.45783468936898
CUST_85,5,2024-06-25,1,0,0.0
CUST_86,0,2024-01-22,5,1,164.65689133810952
CUST_86,1,2024-02-21,14,2,328.5803371174265
CUST_86,2,2024-03-22,9,0,0.0
CUST_86,3,2024-04-21,8,0,0.0
CUST_86,4,2024-05-21,12,1,45.32363008410499
CUST_86,5,2024-06-20,8,0,0.0
CUST_87,0,2024-01-12,12,1,216.48491978904386
CUST_87,1,2024-02-11,11,1,93.8059496069057
CUST_87,2,2024-03-12,6,1,140.49563922720478
CUST_87,3,2024-04-11,16,0,0.0
CUST_87,4,2024-05-11,9,0,0.0
CUST_87,5,2024-06-10,13,2,309.2374895752108
CUST_88,0,2024-01-03,12,1,65.28592848021297
CUST_88,1,2024-02-02,6,1,54.86294883738147
CUST_88,2,2024-03-03,8,1,62.73268746072331
CUST_88,3,2024-04-02,5,0,0.0
CUST_88,4,2024-05-02,8,1,84.05977405691786
CUST_88,5,2024-06-01,8,2,378.15981410334354
CUST_89,0,2024-01-26,27,2,148.09610975378416
CUST_89,1,2024-02-25,18,1,61.858099356888204
CUST_89,2,2024-03-26,16,3,211.0468588954459
CUST_89,3,2024-04-25,9,3,556.0186254820147
CUST_89,4,2024-05-25,18,2,153.24663849777684
CUST_89,5,2024-06-24,17,3,338.1606066010364
CUST_90,0,2024-01-08,17,1,178.8485991310866
CUST_90,1,2024-02-07,9,0,0.0
CUST_90,2,2024-03-08,12,0,0.0
CUST_90,3,2024-04-07,5,1,68.49114703738623
CUST_90,4,2024-05-07,10,0,0.0
CUST_90,5,2024-06-06,9,0,0.0
CUST_91,0,2024-01-05,9,0,0.0
CUST_91,1,2024-02-04,11,1,142.5691774991212
CUST_91,2,2024-03-05,6,0,0.0
CUST_91,3,2024-04-04,6,1,213.5187432830852
CUST_91,4,2024-05-04,9,1,46.27198114830408
CUST_91,5,2024-06-03,14,0,0.0
CUST_92,0,2024-01-03,0,0,0.0
CUST_92,1,2024-02-02,0,0,0.0
CUST_92,2,2024-03-03,1,0,0.0
CUST_92,3,2024-04-02,0,0,0.0
CUST_92,4,2024-05-02,2,0,0.0
CUST_92,5,2024-06-01,2,0,0.0
CUST_93,0,2024-01-31,9,1,136.2439131224379
CUST_93,1,2024-03-01,7,1,72.92088921180529
CUST_93,2,2024-03-31,12,0,0.0
CUST_93,3,2024-04-30,4,1,128.24799486848542
CUST_93,4,2024-05-30,9,0,0.0
CUST_93,5,2024-06-29,9,0,0.0
CUST_94,0,2024-01-07,0,0,0.0
CUST_94,1,2024-02-06,2,0,0.0
CUST_94,2,2024-03-07,2,0,0.0
CUST_94,3,2024-04-06,0,0,0.0
CUST_94,4,2024-05-06,1,0,0.0
CUST_94,5,2024-06-05,0,0,0.0
CUST_95,0,2024-01-16,3,0,0.0
CUST_95,1,2024-02-15,6,0,0.0
